anno,seccion,epoca,ciiu_version,vbp_pp,vbp_pb,vab_pp,vab_pb,vab_pb_estimado,consumo_intermedio_estimado,capital_circulante_constante_adelantado,remuneraciones,capital_variable_adelantado,puestos_trabajo,n_empresas,fbcf,fbkf_maq_eq,adquisiciones_importadas,adquisiciones_origen_importado,importaciones_maquinaria,consumo_capital_fijo,impuestos_netos,stock_capital,stock_capital_imputado,capital_total_adelantado,excedente_bruto,part_salarial,productividad
2011,L_M_N,4,Rev.4,45797082564.72165,,22095561547.084557,,22095248491.197758,23701834073.52389,,16480028160.395046,,74963.79411779309,1344,,,,,,1204383245.9491444,-260728765.37237605,,13744329481.15512,,5615533386.68951,0.745852424944119,294749.7763035455
2011,P,4,Rev.4,9796213308.272427,,7387185362.685686,,7387185362.685686,2409027945.5867405,,6349584271.718777,,32998.5544077656,457,,,,,,245951547.81174648,1601961.0667333526,,7250739095.690167,,1037601090.9669094,0.8595404013810101,223863.90844282706
2011,Q,4,Rev.4,52814828944.24569,,30273156006.663055,,30273156006.663055,22541672937.582634,,27717309591.74062,,79386.7887610837,740,,,,,,979444005.5463967,97359386.39432596,,18849190917.34348,,2555846414.9224358,0.9155738366241069,381337.45525053027
2011,R_S,4,Rev.4,19127334833.87966,,8069809807.9713125,,8069809807.9713125,11057525025.908348,,5379043920.796282,,21219.079648061204,623,,,,,,628193595.510156,199615894.5876866,,12617372678.922989,,2690765887.1750307,0.6665639028422817,380309.13412913523
2012,B,4,Rev.4,2070794043.6159916,,965726132.5271837,,965726132.5271837,1105067911.088808,,352142647.7593456,,1006.6790352892573,,300655513.7417543,151570937.75678414,25535653.61995502,123819113.63228633,149354767.25224134,134955357.55967233,3971492.2231335654,1967310741.584924,1967310741.584924,,613583484.767838,0.36464028040520413,959318.8083525487
2012,C,4,Rev.4,366495477250.2876,,99292174533.5738,,82166571432.60332,284328905817.68427,43080137245.103676,43787874689.42513,6634526468.094717,110138.7495335752,,17144628448.13904,11867620456.347712,5974186587.405126,3152613515.846943,9126800103.252068,9200641100.656364,16525006971.019114,118070224347.51068,118070224347.51068,167784888060.70908,55504299844.148674,0.44100025903470447,901518.9926711954
2012,D_E,4,Rev.4,47162071874.05313,,11576279053.952291,,11576279053.952291,35585792820.10084,,9907071211.938494,,15343.035964683992,,8642302809.391994,5823189092.594372,15001790.0,126338964.44504797,141340754.44504797,6459393910.119788,123626401.58990167,133154943760.54045,133154943760.54045,,1669207842.0137978,0.8558079125222963,754497.2898843569
2012,G,4,Rev.4,165781836455.85834,,106511033980.10083,,97279601740.56975,68502234715.28859,,39444683778.099045,,122466.6101581488,,16208013394.86969,6548669473.484868,5287096079.353933,1652897156.7038639,6939993236.057797,4080117897.1310525,4561448348.78081,50911293893.54135,50911293893.54135,,67066350202.001785,0.3703342489893431,869714.886715297
2012,H_J,4,Rev.4,143071085935.39038,,62543395476.94232,,62532597746.07827,80538488189.3121,,33818979819.785503,,67775.47730510961,,16856230160.904562,11814252425.664541,4850414369.019043,3482294592.8932023,8332708961.912245,10924762866.572954,-1578780762.434303,97676324040.05843,97676324040.05843,,28724415657.15682,0.5407282345624078,922802.729892795
2012,I,4,Rev.4,15859123695.99929,,6719857635.425861,,6716952368.163958,9142171327.835333,,4351816270.320813,,21646.754350659037,,1538388122.9402058,605110968.7213663,3948239.3163905614,119256280.47930443,123204519.79569499,695355083.8799206,84870844.0119964,13487030299.608498,13487030299.608498,,2368041365.105048,0.6476054265463651,310432.5723186892
2012,K,4,Rev.4,23949255904.06686,,14209091159.926018,,14209091159.926018,9740164744.140842,,6882689620.714212,,9841.911045464647,,416105780.322707,216837987.63976616,921150.0610336993,67860757.3040472,68781907.3650809,321469754.8437564,12399871.353155568,5758361751.634783,5758361751.634783,,7326401539.211805,0.4843863371167258,1443732.939089493
2012,L_M_N,4,Rev.4,50488644299.703094,,26600421127.727158,,26600044245.772488,23888600053.930607,,19261904119.449444,,79318.36887249802,,5100184630.971535,1773273374.005654,242488120.2429837,1124357763.8145776,1366845884.0575614,1321647780.1945696,-332183917.75254285,26431928127.286907,26431928127.286907,,7338517008.277714,0.7241202696363197,335362.68465740344
2012,P,4,Rev.4,11268744814.368296,,8643208734.18471,,8643208734.18471,2625536080.183586,,7576950185.619962,,34814.38432343158,,587838087.3526995,129763993.27109477,13886211.005124815,23013855.69426562,36900066.699390434,250514948.51244307,2813192.1239825245,6339353576.721846,6339353576.721846,,1066258548.5647478,0.8766362607502936,248265.44838156045
2012,Q,4,Rev.4,62224223292.981026,,35381423418.71061,,35381423418.71061,26842799874.270416,,32753414485.358143,,81498.5538251129,,2517220413.055199,708365649.2891828,0.0,283235055.9372556,283235055.9372556,1139210051.9329033,34502715.72546094,21954988305.348396,21954988305.348396,,2628008933.3524666,0.9257234820020636,434135.59821730485
2012,R_S,4,Rev.4,20344825581.67424,,8361367067.590347,,8361367067.590347,11983458514.083893,,6242340781.292729,,20993.27279755951,,1091009522.152915,276129446.0557545,4984667.284254003,40498751.155627035,45483418.43988104,585737928.8479322,41577264.04424576,14535280606.695494,14535280606.695494,,2119026286.297618,0.7465693983808921,398287.92529016075
2013,B,4,Rev.4,2043990079.885038,,863567223.2154591,,863567223.2154591,1180422856.6695788,,418975808.3507294,,1107.2896801830507,,433254714.0123328,150931660.94342875,9742293.099149542,40952019.96690615,50694313.06605569,230656695.6130816,997467.4620153666,2617915368.834386,2617915368.834386,,444591414.8647297,0.4851687246659145,779892.7766333912
2013,C,4,Rev.4,393495580200.29266,,111896035273.73431,,92596557770.37666,300899022429.916,45590760974.2297,50186679222.50882,7604042306.440731,109797.74981465809,,28790672811.298462,18295653366.85842,2479792576.5747066,16298811702.85857,18778604279.433277,9634456614.283436,20496674468.11468,130303268121.31226,130303268121.31226,183498071401.9827,61709356051.225494,0.4485116840800997,1019110.4595733355
2013,D_E,4,Rev.4,54232725039.18599,,27424184357.437958,,27424184357.437958,26808540681.74803,,11156680423.146477,,15449.199886856852,,9792573764.661062,6834477502.518094,0.0,559404258.2142732,559404258.2142732,6620496644.84729,144498009.20251188,136716695253.84274,136716695253.84274,,16267503934.291481,0.4068190425550641,1775120.0423504536
2013,G,4,Rev.4,193841746773.55923,,120941899213.92522,,110459727500.87871,83382019272.68053,,47556638703.63205,,129905.88587619773,,15431546310.897987,4613456637.702416,1559351428.880978,1422493925.0824656,2981845353.9634438,4836468912.325209,5100378627.852076,58469063859.35655,58469063859.35655,,73385260510.29317,0.39321888454482273,930996.3008849705
2013,H_J,4,Rev.4,166590645489.84467,,69150890377.32175,,69138951903.28128,97451693586.56339,,40907826937.46877,,74603.99519492494,,30338349956.55506,18709796055.80377,8966939022.315926,5956734285.554183,14923673307.87011,10654294034.68204,-931070699.9323753,144916625635.68823,144916625635.68823,,28243063439.852974,0.5915733942723697,926905.9947345267
2013,I,4,Rev.4,17565205472.806778,,7262263637.36706,,7259123865.970456,10306081606.836323,,5097565016.307339,,23477.894413038735,,1212981784.36202,384599751.69019854,2078435.6736183856,48499393.439218104,50577829.11283649,574408535.8447057,74832160.41590694,12144318126.095833,12144318126.095833,,2164698621.059721,0.7019250843605377,309323.4644301779
2013,K,4,Rev.4,24251507161.787956,,14099675669.160494,,14099675669.160494,10151831492.627462,,6198366275.330833,,8995.691895720785,,486641459.4525084,270288806.99750304,11527993.257836903,41246615.49294339,52774608.75078029,321559961.2376991,154388391.85599476,2774582225.7710443,2774582225.7710443,,7901309393.82966,0.4396105570632526,1567380.9010586115
2013,L_M_N,4,Rev.4,63930007164.192184,,31520119987.45199,,31519673401.874443,32410333762.31774,,22855256399.2435,,81735.94289570094,,3447840611.690929,1759941642.4318988,892677929.9562759,863294874.7646322,1755972804.7209082,1679136955.6699467,-387926016.4960664,13698730388.691483,13698730388.691483,,8664863588.208488,0.7251005519123046,385633.52756171423
2013,P,4,Rev.4,14553760092.485418,,11200573110.576233,,11200573110.576233,3353186981.9091854,,9482672821.257631,,40057.39101665748,,558251499.6146308,139873332.28767923,10636154.0,25179739.956143733,35815893.95614374,304143660.4128119,2355885.570068665,7329576581.257976,7329576581.257976,,1717900289.3186016,0.8466238939419573,279613.14569684735
2013,Q,4,Rev.4,73795253270.4503,,41392542417.03566,,41392542417.03566,32402710853.414642,,38369574505.08749,,83566.59345278042,,3459232323.642355,1024758885.6660941,0.0,260772463.522824,260772463.522824,1352059629.4340656,5715480.853574352,25443434724.463306,25443434724.463306,,3022967911.9481735,0.9269682958468376,495324.03687634645
2013,R_S,4,Rev.4,25330151395.59006,,10686781272.266644,,10686781272.266644,14643370123.323418,,7487086853.334965,,23601.57383691824,,1680914697.2527585,818957569.3593075,132941000.07632664,59483650.452955924,192424650.52928257,793670652.6013602,32515363.09654016,17462542094.388077,17462542094.388077,,3199694418.931679,0.7005932527846123,452799.5186299857
2014,B,4,Rev.4,2649508648.8695297,,1156537265.079816,,1156537265.079816,1492971383.7897136,,515645948.6014138,,1116.8048586499285,,258656796.4464234,177512970.1874593,783989.759239889,103774432.04433264,104558421.80357252,264894073.74489126,-2038462.0503228847,2551852111.5853634,2551852111.5853634,,640891316.4784024,0.4458532934222638,1035576.8567105975
2014,C,4,Rev.4,453640919223.4157,,130780131947.15881,,108223584628.69632,345417334594.71936,52335959787.0787,56837646365.69236,8611764600.86248,107700.42694995416,,78176629453.82314,52611954747.57696,2217119087.204019,48143911013.675156,50361030100.87917,12235321829.448652,22082788548.337036,198429417562.73392,198429417562.73392,259377141950.6751,73942485581.46646,0.4346045956633335,1214295.390007407
2014,D_E,4,Rev.4,60440307639.45984,,34218093521.14207,,34218093521.14207,26222214118.31777,,12417609182.108727,,15772.385510027942,,20692528407.245007,15680718167.001741,149522279.82434902,1039568966.6159511,1189091246.4403,7628855334.996386,241148849.83948117,154498377220.30844,154498377220.30844,,21800484339.033344,0.36289599753523244,2169493.859973592
2014,G,4,Rev.4,223788449728.29654,,141598170945.97797,,129325696710.36452,94462753017.93202,,56309853657.23688,,133998.5653193415,,15707268357.636093,6046507954.189182,2097675636.1175156,1684098325.2493086,3781773961.366824,6079000311.263023,5773091661.1320095,69005027841.63934,69005027841.63934,,85288317288.74109,0.3976735948003171,1056714.0820390526
2014,H_J,4,Rev.4,198881059460.01697,,81883734549.88095,,81869597828.9519,117011461631.06506,,48451679069.98936,,79518.97322759154,,33656910135.304256,26800821541.34988,11771004652.443853,7837636057.68897,19608640710.132824,12469250862.720144,-1124160007.4252546,166481668674.29486,166481668674.29486,,33432055479.891594,0.5917131080590143,1029738.3281788764
2014,I,4,Rev.4,19959337766.53676,,8160447503.621222,,8156919410.87566,11802418355.661098,,5958119151.520592,,24672.1867012927,,469669407.4686301,228995817.98598617,1536304.4512655598,41535183.31017039,43071487.76143595,586193230.2352092,63084179.662269264,11667863272.545712,11667863272.545712,,2202328352.10063,0.730121620030845,330754.93479439564
2014,K,4,Rev.4,31982816544.741676,,17569615707.34186,,17569615707.34186,14413200837.399815,,8024572493.345331,,10324.742935348697,,581411007.7414964,235029279.92259398,12313013.84138366,53043706.27985104,65356720.1212347,378592494.5734801,63072892.608821586,3181547409.021915,3181547409.021915,,9545043213.99653,0.45673010878616327,1701700.0633680653
2014,L_M_N,4,Rev.4,75593276006.63077,,36502593280.94874,,36502076102.34318,39091199904.28759,,27360957939.238937,,88280.11681109622,,3350964231.8753295,2224036040.998083,227862964.34737605,1261709088.81707,1489572053.164446,1889692909.1861863,-405171205.9350847,14715645697.112179,14715645697.112179,,9141635341.7098,0.7495620305289115,413486.01020836673
2014,P,4,Rev.4,18145160969.3265,,13015052389.191631,,13015052389.191631,5130108580.134869,,11416645625.028305,,42075.71863987518,,1660014143.0656874,241784044.79256448,9066431.0,115607247.99909087,124673678.99909087,348451277.5671611,2640444.627168425,9637017710.040543,9637017710.040543,,1598406764.1633263,0.8771878347957535,309324.541800155
2014,Q,4,Rev.4,85039499633.04741,,47875516581.933914,,47875516581.933914,37163983051.113495,,44683724646.305405,,88178.33411149797,,2965754005.7841372,954412093.2241827,0.0,207020838.63447708,207020838.63447708,1465175347.193435,-822310.5088893207,27984475225.1543,27984475225.1543,,3191791935.6285095,0.9333314361179562,542939.6808676068
2014,R_S,4,Rev.4,29193647565.927254,,12561955206.605206,,12561955206.605206,16631692359.322048,,8950181584.13468,,25221.091249269826,,1708167802.6006346,710582800.050187,223277291.50881156,74720442.45806706,297997733.96687865,973380181.2086116,43212046.807671696,18261605789.3383,18261605789.3383,,3611773622.4705257,0.7124831634034631,498073.4212667696
2015,B,4,Rev.4,2662540824.224984,,1228502364.7826667,,1228502364.7826667,1434038459.4423175,,561211583.0738106,,1137.1149624649947,,252197995.586458,189931466.41457635,8628195.74311557,59113725.78747538,67741921.53059095,343404289.66125166,-5863758.191747553,2396499180.725333,2396499180.725333,,667290781.7088561,0.4568258060887771,1080367.7775196678
2015,C,4,Rev.4,478094966223.2372,,151939673902.59207,,125733595097.5918,352361371125.6454,53388086534.1887,61103872632.96914,9258162520.14684,103791.20890095642,,26806672376.516838,16410900596.953594,1393260740.6369472,6282740266.284801,7676001006.921747,14988600854.67593,24800676496.677193,207813793849.166,207813793849.166,270460042903.50153,90835801269.62292,0.40215877172503733,1463897.333035033
2015,D_E,4,Rev.4,64683721370.59439,,35724098052.02848,,35724098052.02848,28959623318.56591,,14205432688.972021,,16253.875892970918,,18195872414.69535,13557352593.036804,32017019.339364138,173812532.1551812,205829551.49454534,8311517122.078951,346144896.81211656,161446632376.77515,161446632376.77515,,21518665363.056458,0.39764286472070665,2197881.8029167783
2015,G,4,Rev.4,262829007187.27972,,159962546860.72565,,146098411315.0742,116730595872.20554,,67373300663.527084,,136613.68561472022,,19503083471.275463,6550591271.922282,2323741120.7411246,2479852903.528464,4803594024.269588,7438451576.751757,10557596680.750738,85372829845.55476,85372829845.55476,,92589246197.19856,0.42118172025722306,1170911.582839908
2015,H_J,4,Rev.4,216904071925.53778,,98540714633.19096,,98523702187.54988,118380369737.9879,,53342737578.68587,,77928.63069749641,,23957271517.98838,16217917726.460339,7034142147.053396,5976786691.400699,13010928838.454094,12736379725.933842,-304321164.1121454,170080653559.11948,170080653559.11948,,45197977054.5051,0.5413268797293531,1264499.50103328
2015,I,4,Rev.4,21972343224.990425,,9147044386.552156,,9143089747.921223,12829253477.069202,,7055016645.929522,,26120.163085524684,,917162106.2483293,299562135.72195846,0.0,50396970.25711207,50396970.25711207,803759978.4453661,89831301.74670638,15956404692.93293,15956404692.93293,,2092027740.622635,0.7712892107861309,350190.93703979516
2015,K,4,Rev.4,38483653990.78819,,17750875412.713604,,17750875412.713604,20732778578.07459,,9636283095.248657,,8615.025430643347,,860505852.1535552,278791798.666893,58298.0,29327935.0,29386233.0,405853425.4524684,30839570.061636187,3467425442.4367843,3467425442.4367843,,8114592317.464947,0.5428624150190879,2060455.3701692342
2015,L_M_N,4,Rev.4,102706464894.091,,49853153173.529945,,49852446840.58415,52854018053.50685,,31307189934.059998,,87409.78280252735,,4463144698.161744,3002896442.60898,1670175867.9531634,420387525.1040516,2090563393.057215,5199647205.984452,-247339499.24174476,21724334755.746044,21724334755.746044,,18545963239.469948,0.6279881600484777,570338.3714630223
2015,P,4,Rev.4,18723363905.974113,,14662674623.270967,,14662674623.270967,4060689282.703146,,12653250965.740719,,43320.95881394419,,1254056387.8907185,194379005.75497156,16236452.0,50335961.94518876,66572413.94518876,357294067.91955596,3303506.9139335374,10874479422.34827,10874479422.34827,,2009423657.5302486,0.8629565403885376,338466.0687277155
2015,Q,4,Rev.4,95714830960.99884,,54123496927.2571,,54123496927.2571,41591334033.74174,,49738341859.01356,,91004.74375711595,,4205541725.558187,1365014886.9368348,698921.5477451709,265650170.02710578,266349091.57485095,1615336047.3531365,-59390660.00911572,32164274857.129528,32164274857.129528,,4385155068.243546,0.9189787187229002,594732.6995580383
2015,R_S,4,Rev.4,36039843375.68691,,14274765515.269455,,14274765515.269455,21765077860.417458,,11103337809.762815,,26784.744414095792,,4809343819.49825,649728321.9000981,16663386.462014563,134633549.18885198,151296935.65086654,1190315287.8864307,56839893.063851036,24764142793.791145,24764142793.791145,,3171427705.5066395,0.7778297862676469,532943.876356617
2016,B,4,Rev.4,2430171441.3316817,,1083559643.4940426,,1083559643.4940426,1346611797.837639,,615830080.2345608,,1073.8862101217214,,297533326.572692,206426139.8991244,16296848.694214126,73856084.31468453,90152933.00889865,215934462.08073416,1512937.1578638512,1211587939.0744154,1211587939.0744154,,467729563.2594818,0.568339808456466,1009007.8755841596
2016,C,4,Rev.4,488282856955.1285,,155382839152.649,,128582893995.53664,359699962959.59186,54499994387.81695,65854041864.74013,9977885131.021233,100240.44671676552,,17409371770.14496,7957401871.300477,1694713789.3844242,4309905878.070582,6004619667.455007,16145911799.043234,26902000893.91136,218824498043.52017,218824498043.52017,283302377562.35834,89528797287.90886,0.42381798546005933,1550101.2240267752
2016,D_E,4,Rev.4,71930162980.23859,,42013380667.17221,,42013380667.17221,29916782313.066376,,15147042266.561726,,15985.055496116584,,24220732119.01209,9642836154.368988,21875408.463218085,113649042.76302043,135524451.22623852,7653329572.547304,364549058.7032141,179758151328.56738,179758151328.56738,,26866338400.610485,0.360529003522849,2628291.198449637
2016,G,4,Rev.4,280451584212.75586,,172740397091.11392,,157768790759.00156,122682793453.7543,,74673824222.05005,,134970.23288194687,,19039502279.503166,7776406537.566144,1545132977.0916255,2945907140.652584,4491040117.744209,8481552195.125076,13910612102.238377,89447537836.75055,89447537836.75055,,98066572869.06387,0.43228929352676243,1279840.6982242013
2016,H_J,4,Rev.4,228797598205.00537,,104912946007.1091,,104894833435.08609,123902764769.91928,,59143773552.23341,,77002.72115780089,,30975507900.47033,19254176171.77808,5945446914.934133,7597177726.66669,13542624641.600822,14961164002.94352,-761795831.3726165,204605134133.33896,204605134133.33896,,45769172454.87569,0.5637414237536111,1362457.6434397958
2016,I,4,Rev.4,25072298297.906494,,10537347902.911087,,10532792179.627869,14539506118.278625,,7892244161.904284,,27387.963227489327,,1327194075.012775,370847020.9165075,3235407.779231085,48068159.9968956,51303567.77612668,949021425.2518175,142712851.44311586,17703675829.104694,17703675829.104694,,2645103741.0068035,0.7489782281672548,384743.758248322
2016,K,4,Rev.4,41170668867.23639,,19816163756.603477,,19816163756.603477,21354505110.63291,,9749037723.334265,,8845.494599705788,,473648198.96946,205871585.63102055,6099369.0,9995861.489032697,16095230.489032697,416659159.3395114,38709825.63235122,3181508290.186379,3181508290.186379,,10067126033.269213,0.49197401894125575,2240255.0285048606
2016,L_M_N,4,Rev.4,93273814634.57281,,51301012513.72982,,51300285667.12164,41973528967.45117,,35008412528.616516,,85150.63650822896,,3198246459.517992,1694888424.2842846,459631957.34358025,427125708.87264603,886757666.2162263,2299424243.576558,-288113765.7689655,15703800589.30277,15703800589.30277,,16292599985.113304,0.6824117266544617,602473.6234211484
2016,P,4,Rev.4,21492712798.36795,,16910723216.721909,,16910723216.721909,4581989581.646042,,13868531293.085897,,43488.70564301116,,1043195455.9759718,194797014.14854044,15086400.0,27043003.217211694,42129403.21721169,417974056.2989255,5934660.385845403,11920774812.80875,11920774812.80875,,3042191923.636011,0.8201027901262208,388853.21985754574
2016,Q,4,Rev.4,108510643380.7628,,61102375205.00985,,61102375205.00985,47408268175.75295,,56736304250.69622,,94195.3478135749,,4217551565.9892807,1303835269.8877137,0.0,224758274.71249133,224758274.71249133,1791902037.0644808,-85514652.02081938,35600140821.681335,35600140821.681335,,4366070954.313629,0.9285449879867248,648677.2077739928
2016,R_S,4,Rev.4,41195263329.01695,,15876015266.488638,,15876015266.488638,25319248062.528313,,12248599787.395668,,26143.603029882528,,1781886760.9029899,751497734.272696,22614667.892776724,135972165.4136612,158586833.30643794,1519719055.1489763,65271879.420919426,28064657944.159992,28064657944.159992,,3627415479.09297,0.7715159995625741,607261.9465779876
2017,B,5,Rev.4,2504592484.6462,2504592484.6462,1286736993.0384004,1286736993.0384004,1286736993.0384004,1217855491.6077998,,657498303.1264759,,1143.1464832610702,,178531834.11999997,178390754.61,42292204.33,35658791.27,77950995.6,229571334.24,-5549581.65,1161252517.2,1161252517.2,,629238689.9119245,0.5109811147761523,1125609.8950396169
2017,C,5,Rev.4,484141525416.43567,455782090534.6201,164424571873.8614,136065136992.04587,136065136992.04587,348076388424.3898,52738846730.96815,70584977309.77174,10694693531.783598,97466.99722610827,,17036239960.980003,8481037478.919999,1726303402.3,2897152608.0599995,4623456010.36,15918676560.87,1963308432.45,209773097223.24002,209773097223.24002,273206637485.99176,93839594564.08965,0.4292848477897886,1686976.8901613124
2017,D_E,5,Rev.4,77841809111.10828,77841809111.10828,48814690611.54399,48814690611.54399,48814690611.54399,29027118499.564285,,16345164422.620474,,15655.457079466225,,17280534586.11,8592126527.15,10846708.0,34365878.480000004,45212586.480000004,9189859482.83,428870021.83,186463051067.35,186463051067.35,,32469526188.923515,0.3348410943068657,3118062.3065659055
2017,G,5,Rev.4,304494191939.0947,288173490633.541,188306074965.3736,171985373659.8199,171985373659.8199,132508818279.27484,,83773687021.46211,,135656.63239834135,,13617990498.48,5074666772.93,1636265193.96,1608050078.08,3244315272.04,8973552321.61,602040898.27,93649725823.91,93649725823.91,,104532387943.91148,0.44488042691594903,1388108.1347532845
2017,H_J,5,Rev.4,247834567064.53265,247814668536.5506,115257688921.70282,115237790393.7208,115237790393.7208,132596776670.81186,,62823399111.94844,,78171.61802353215,,34929783219.94,17372949503.239998,5685952938.7,9281001649.529999,14966954588.23,16572201371.85,-1049901453.3800001,232757636827.73,232757636827.73,,52434289809.75438,0.5450690509214167,1474418.6168310675
2017,I,5,Rev.4,29171994086.435516,29166457218.435516,12806727007.195597,12801190139.195597,12801190139.195597,16370803947.23992,,9679394384.863768,,28334.960915635977,,1311167251.0400002,724938881.48,155409067.62,18898571.15,174307638.77,999857991.55,128215436.19999999,17755790721.08,17755790721.08,,3127332622.331829,0.7558054746872714,451976.16631009744
2017,K,5,Rev.4,44910282029.82144,44910282029.82144,23503008947.575638,23503008947.575638,23503008947.575638,21407273082.245804,,10813488957.756046,,8876.399950754832,,632101869.33,219843866.08999997,3770608.0,35041811.75,38812419.75,399495977.68,43772300.99,3056599506.54,3056599506.54,,12689519989.819592,0.4600895562723883,2647808.6924842754
2017,L_M_N,5,Rev.4,118957837192.51863,118956970849.53168,61146701264.02673,61145834921.03978,61145834921.03978,57812002271.47885,,39273088032.71731,,84938.56540261663,,3719661805.3899994,2258764520.49,999246556.6099999,1399910750.18,2399157306.79,4086758715.43,-407026848.5299999,23114504849.260002,23114504849.260002,,21873613231.309425,0.6422764796933059,719893.2660822058
2017,P,5,Rev.4,21997765536.253628,21997765536.253628,17137276534.841375,17137276534.841375,17137276534.841375,4860489001.412252,,15338221633.303982,,45842.62992772741,,1488653768.45,183173155.37,13696922.95,32792315.43,46489238.379999995,431839331.36,4652414.65,11999369685.91,11999369685.91,,1799054901.5373936,0.895020956341588,373828.38990387163
2017,Q,5,Rev.4,116647447035.37704,116647447035.37704,68176938693.4686,68176938693.4686,68176938693.4686,48470508341.90845,,62279557165.4252,,95779.2569705255,,3802581537.5499997,1182662198.19,203132.49,218287485.62000003,218490618.11000004,2013305748.4199998,-69390064.69,37442405471.54,37442405471.54,,5897381528.043396,0.9134988803976855,711813.1926461795
2017,R_S,5,Rev.4,39400615168.79616,39400615168.79616,18039218641.096706,18039218641.096706,18039218641.096706,21361396527.69945,,13563405187.74196,,27960.5373515114,,1579242470.6,640895395.7900001,24188396.0,66033079.67999999,90221475.67999999,1400874825.04,123128968.04999998,24792596822.27,24792596822.27,,4475813453.354746,0.7518842948575385,645167.0944057017
2018,B,5,Rev.4,2743812530.5226216,2743812530.5226216,1319969962.9363718,1319969962.9363718,1319969962.9363718,1423842567.5862498,,739697413.9480319,,994.9297805013675,,196164457.8321618,195600204.12877706,20820151.950039566,55903094.76606715,76723246.71610671,203299356.9763321,986212.5116812587,1073776253.2085357,1073776253.2085357,,580272548.9883399,0.5603895806102434,1326696.6059365608
2018,C,5,Rev.4,570036849535.3634,539642243987.4832,197885329971.67636,167490724423.79636,167490724423.79636,402546125111.567,60991837138.11622,76120684622.3108,11533437063.986486,94566.08565707598,,21403883661.212368,9398761236.763605,2344301120.114546,3875594513.7322845,6219895633.84683,16454135974.90346,1215222874.5782154,230944653073.89743,230944653073.89743,303469927276.0001,121764645349.36555,0.3846706809100305,2092561.287661476
2018,D_E,5,Rev.4,78339831542.1448,78339831542.1448,42774298150.408104,42774298150.408104,42774298150.408104,35565533391.7367,,17126252016.251024,,15095.825229330623,,12577353191.535069,7715298707.51285,32286050.246542297,192390364.11613238,224676414.36267468,9099747577.385546,238769650.97203207,190894960300.78397,190894960300.78397,,25648046134.15708,0.4003865114520324,2833518.3734970144
2018,G,5,Rev.4,324220872342.2452,310134043963.2414,205671562185.07864,191584733806.07492,191584733806.07492,132636138536.17026,,90901249122.14359,,135287.458560132,,16089418083.823977,6041424835.500701,1056838583.7548167,1715165302.1809905,2772003885.935807,9646830343.123032,768867954.4933386,100518380872.86157,100518380872.86157,,114770313062.93506,0.4419728627351206,1520255.937793839
2018,H_J,5,Rev.4,274361537648.27722,274337765905.02634,124797665545.19926,124773893801.94841,124773893801.94841,149587643846.3288,,69742900315.89832,,77745.2715333279,,34577901253.8122,19761920715.05419,8141247346.607287,6074474841.30519,14215722187.912477,17349377876.80062,149384035.76137745,243660340496.90112,243660340496.90112,,55054765229.30095,0.5588477958398894,1605212.292450492
2018,I,5,Rev.4,30561322775.48301,30539725164.966156,12686325159.448196,12664727548.931343,12664727548.931343,17896595226.551666,,10137105272.647957,,27110.638846862596,,1628004653.1244936,1215103412.711085,100246012.36369118,38153252.3588541,138399264.72254527,976001995.4172405,158277543.67356023,20484843733.255547,20484843733.255547,,2549219886.8002396,0.7990576581665418,467946.37452508183
2018,K,5,Rev.4,50444563458.189026,50444563458.189026,23598806658.16324,23598806658.16324,23598806658.16324,26845756800.025787,,12016441095.15205,,8436.618562208376,,351799066.41212785,191136402.26533848,3606232.258804393,14813691.873133173,18419924.131937567,398462987.7362908,84428399.02194786,2913487485.5046906,2913487485.5046906,,11582365563.011189,0.509196980559835,2797187.8169144103
2018,L_M_N,5,Rev.4,125945442835.2521,125944286412.39078,64760307206.19496,64759150783.33363,64759150783.33363,61186292051.91847,,42724707255.293915,,86112.04838315246,,4057917354.122285,2907397697.3763666,721242352.7195385,1386280576.3118289,2107522929.0313673,3833999511.0653586,-399803079.24638176,24208502004.83481,24208502004.83481,,22035599950.901047,0.659736018843451,752046.9948414919
2018,P,5,Rev.4,26111581536.718872,26111581536.718872,19903470535.162754,19903470535.162754,19903470535.162754,6208111001.556118,,17590784305.780994,,47307.37220957276,,1115750373.5540118,289948735.2350211,13856859.0,34558255.49288654,48415114.49288654,495586768.09455585,5228027.113457441,14708213923.48634,14708213923.48634,,2312686229.3817596,0.8838048758734806,420726.61417315505
2018,Q,5,Rev.4,134645121559.25082,134645121559.25082,78261260189.61313,78261260189.61313,78261260189.61313,56383861369.637695,,71221189632.34071,,99178.27728697729,,3724177260.5104594,1191447663.8118129,3999454.9143392392,272849023.50982827,276848478.4241675,2237092416.9958186,-50107259.642269626,41975064199.52142,41975064199.52142,,7040070557.272415,0.9100439918777748,789096.7894427151
2018,R_S,5,Rev.4,41272749571.56873,41272749571.56873,18262514623.577854,18262514623.577854,18262514623.577854,23010234947.99088,,14269424366.295532,,28259.169844747394,,1915840614.7508037,630024357.1498874,152830105.0,68689886.96009588,221519991.96009588,1445208280.014711,78633908.10093158,26948041407.09643,26948041407.09643,,3993090257.282322,0.7813504690023884,646250.9239977676
